date,developerResponse,review,rating,isEdited,userName,title
2021-12-02 11:35:19,,"I’m not paying for your pass. So why do you show me all these options for free delivery? I can’t see the actual delivery price until I’m done with my order. Feedback: It’s crazy frustrating to see $0 for delivery if you have the pass but you can’t see how much the fee would be if you didn’t get the pass. Then you go through the whole process of ordering something and then when you get to your cart, your $20 meal turns out to be $30 because of the delivery fee I wasn’t allowed to see until the very end. And then now it’s like, I can’t justify paying $30 for an omelet delivered. $20 was already crazy. It’s so annoying. SO annoying. I honestly am just angry. The way this app is set up, it’s terribly un-user friendly for anyone who doesn’t have the pass. Is that the goal here? To have your app bother me so much that I buy your pass? Hot take: no one needs an omelet that bad. Btw two nights in a row now I’ve waited an hour or so for a meal to then have it canceled. Tonight there was no explanation to why either. Just cancelled. I don’t know how you could improve the experience for users there, but I thought I’d share that with you too. It’s another reason I think I’m done with this app. Developers, don’t bother responding to this. I really don’t think I’ll ever use this app again. Im tired of this. It’s just so gross to have such blatant promotion of something I don’t want forced on me if I want to use this app.",2,False,Jon Geaudeaux,I think I’m done with this app finally.
2021-05-23 13:27:49,,"On Uber, there are ways to give actually write feedback about interactions with drivers. On UberEats, you only have the option of preprepared feedback options to click on.
 I’ve had multiple bad interactions with drivers with no real way to complain other than a thumbs down. One driver delivered to the wrong apartment, I contact the driver and they refused to accept they delivered to the wrong place, talked over me when I said I didn’t receive and was just extremely rude. 
 Very frequently, the drivers in my area do not read my instructions to find my apartment (I made sure these instructions were very detailed due to living in an apartment) and contact me for assistance finding it. This wouldn’t be much of an issue, but multiple times they were not even on my street.  I’ll open my door to wave them down and I’ll see them turning the corner of the street.  My instructions include to park on the lot on my street, so they either cannot read a map or did not read my instructions.  I’ll then get an alert that the driver had trouble following directions and I may want to update them. There is no way to give further details to these instructions unless I go treasure map details of how many paces to go in each direction. 
 I use these instructions of how to find my apartment whenever I order for delivery from anywhere and UberEats is the ONLY delivery service I’ve ever had drivers have issues following them.",2,False,"Anonymous63$,!,8/9",Drivers Don’t Follow Directions
2021-07-06 17:48:51,,"I’ve only used this app twice, but giving 2 stars because they apparently charge you for a 40% tip to your delivery driver from a 2 week old order.. I got on the app last night to search for a restaurant in my area. Before I could begin my search, the app asked me to rate my experience from an order I had placed over 2 weeks prior. I happily gave the restaurant good ratings, and gave my delivery driver good ratings as well. Then to my surprise, a notification pops up that a tip has been added to this 2 week old order. How this happened, I have no clue. I then go onto my bank statement to find that I was charged for a 40% tip on this order.. again, how this happened, I have no clue. I never typed in any tip amount, let alone authorize the app to charge a tip to my account. I reached out to customer service about this issue and was responded to with a message that said they are only able to edit tip amounts up to an hour or 2 after delivery, and that I should please be careful to check that my order is correct before submitting it next time. If this is their policy, then how on earth was I charged a tip two whole weeks after the fact?? Not only does their tip policy contradict itself, but how I was charged a tip in the first place still perplexes me. 

I hope my delivery driver enjoys her tip. Her service was satisfactory. 

Uber Eats gets a thumbs down. It’s the principle of the thing.",2,False,Ri Ran,How did I get charged for a 40% tip two weeks after I placed an order?
2022-11-10 14:51:49,,"I have been an Uber customer for 7-8 years now. Am an Uber one member for years now also. Am always grateful and appreciative and share the same. Until a couple weeks ago when my order was processed without proper promo. So I cancelled the order right away and then processed a 2nd order with the exact same items just with promo also being included properly. Uber then allowed the restaurant to charge me for 2 orders, stating they had started my first and had lost the food from it which was totally nonsense from the beginning. I figured given my thousands of Uber trips and maybe close to 1000 Uber eats orders that I have placed and never once had complained for no reason and this case is even clearer seeing as I ordered exact same items maybe 2-3 mins later and had no problem paying for them. Went thru Uber support and was actually told by Uber employee that I was going to be credited for first bogus charge. Then few minutes later I receive a separate message that stated that NO they were not going to make this right and that I have no recourse. Meanwhile like I said thousands of Uber rides and a 4.9 star gold member and this is way I have been treated. Uber is total disappointment and should be ashamed of themselves.",5,False,JimmyMc81,Borderline scam artists
2022-02-10 05:27:07,,"Had horrible service from Ubereats when I was using them five years ago, again and again, consecutively bad, along with terrible support for said horrible service, and decided never to use them again. As stated, it’s been five years. They offered a $25 off an order of $30 to come back to the app. Decided to chance it. What a surprise, it’s been hours and as usual, our food hasn’t been picked up so by the time we’d finally (maybe) get it, it’d be so cold and disgusting that I wouldn’t want to eat it. Canceled the order and asked for a refund for that exact reason, and the cheapskates wouldn’t let me keep the promo. I ordered this as a very rare treat for myself, and the entire app failed to deliver. Hasn’t changed despite the passing of five years. Y’all probably would have more drivers if you paid them a living wage instead of the disgusting “by order” pay that you do in order to get the most work out of people for so little pay that they have to work for multiple delivery apps at the same time in order to scrape by. But nah, why be decent when you can make cash hand over fist that you’ll never be able to spend on one lifetime.

UPDATE: after the app crashing multiple times and support being, unsurprisingly, the worst, instead of cancelling the order and giving us a refund, they’ve allowed someone to pick it up despite the fact that the restaurant is now LONG closed. Crappy app. Crappy support. Cold and inedible food. Use them at your own risk.",1,False,Cordeux,DO NOT USE! you WILL regret it
2023-11-30 01:04:45,,"I am someone who used to frequently indulge in Uber eats and over the past couple years the app has become more and more horrible. There clearly are little to no checks and balances for drivers or the experience of the customer. The ability of drivers to pick up another order while actively getting yours can add anywhere from 20-30 mins to you receiving your food. I’ve had instances where drivers drive AWAY from my house after the app estimates 15-20 mins to delivery and that quickly becomes 35-50 mins. I’ve had times where my driver speaks absolutely no English, making it nearly impossible to communicate with them when I am attempting to help direct lost drivers. Times that I have been met with ice cold food that’s taken a trip around the entire city and requested a refund, I’ve been met with two options; wait 5-7 days for money to be returned to my account or Uber cash. I’ve had anywhere from 50 to 100 dollars worth of Uber cash never returned to my account. They say it’ll be instantly available but then it never shows up at all. 

Long story short, it’s a mess. The company clearly doesn’t care about the user experience. The picking up a second order capability shouldn’t be an option because if you’re the person getting your food 2nd or 3rd your food is coming cold, soggy, and extremely low quality. If I’m being up-charged and expected to add 3-5 dollars tipping the driver than why wouldn’t I expect my food to at least be warm.",1,False,YurGurlAbby,Don’t waste your money.
2024-04-12 02:45:17,,"I have been a Uber one member for a year and Uber eats free for a year. And I can say that they just let anyone become drivers without looking through things first. When I would get a order they always manage to give me the worst drivers that give me some other persons food or they just don’t know to review with the restaurant to make sure everything is in the bag. And not only that I have had reasonable complaints where support has given me my refunds and other customer support. But if you make too many reasonable complaints the company will open up multiple accounts/tabs under your one account blacklisting you from ever getting a refund again. I am still waiting to hear back cause I have multiple refunds on hold because of my account freeze. Nothing but issues and they refuse to further help out to resolve the issue in the best way, they won’t even give out credit to help out with the situation that has occurred. I was even told that every complaint I made weren’t fake complaints and they a greed with everything I said. Really ruined my bank account and ruined how I view a delivery service. They are about to completely lose a valuable customer. Spent over 1k on orders.",5,False,Jaden Marengo,Terrible experience over the last 2 years
2024-02-27 13:31:29,,"I normally use Uber Eats regularly, and when there are issues, they handle them swiftly. I recently had an experience that left me with a bad taste in my mouth, and it wasn’t the food. I had order food for my family and watched on the map as the driver (who was shown on a bicycle, which was a lie) drove up to my house, slowed down for a second, and then kept on driving. I went outside to look for the food as the app said it was delivered. However the driver never got out of their car or came up to my door. I have a Nest doorbell which shows no one arrived at the time of my supposed delivery, and I had screenshots showing the mere seconds between the car slowing down in front of my residence and then driving off without stopping. I also received my “delivery confirmation” picture, which was my bag of food in the driver’s passenger seat. All of this and Uber Eats customer service said I can’t prove I didn’t receive the food. And they reasoned that since I didn’t order again to replace the food, I must have received it. And now their customer service refuses to answer my messages, and continuously tries to close out the ticket without a response. Admittedly I am a bit angry at the situation, as I usually have no problem getting my money back if the drivers are thieves or the restaurant makes a mistake. But now I am supposed to provide proof that I didn’t receive food? Would you like a picture of my outstretched, empty hands? Hate from Baltimore",1,False,thethaitanic,Bad customer service/experiences
2024-04-28 14:27:47,,"I ordered McDonald’s last night already scared I wasn’t going to get my order because the drivers kept bouncing back and forth as to who was to pick up my order. A driver finally picks up my order and I’m relieved because it’s been a long day and I just wanted to eat. I get the notifications the drive is outside and when I go out I see that he is literally driving past my house so I try and flag him down using my flashlight and he drives away faster knowing he obviously seen me. So I go out and try to meet him and he drives off even more, which leads me to running. He didn’t expect me to catch up to him so I knocked on the window, he sees me and drives off completely. I trying to talk to him to tell him I was meeting him to get my order and he drove off so fast I hurt myself trying to meet him and when I showed Customer service what happened they had no response. I am highly disappointed in this service. I could not get in contact with anyone to talk about what actually happened and I am still very hurt after last night’s incidents. I will be telling people in the future to not use this app or service because for me to get almost injured due to a driver basically stealing my food in my face and having no response from Uber Eats or even a agent from within the chat of my order shows there is little to no care for the customers using this app. I am beyond disappointed and to say my experience with this app is a disgrace is beyond that.",1,False,ToriKing8854,The service is awful and hurtful
2021-08-13 17:24:58,,"I received a food delivery that was totally inedible, so I contacted the customer service department 15 minutes after the food arrived. There were around 20 messages going back and forth. The conclusion was that Uber Eats were unable to make any price adjustments for the order. I kept telling them that if the food was served in a restaurant prepared the same way as I received in the delivery, I would've returned it to the kitchen and I'm sure they would have replaced the food. But UEats still refused a ""price adjustment""
Eventually, 28 hours later, I received a message saying I would get a credit of $15 for a $50 order! I tried to argue that I should get a refund for the total order, then I was told that the matter had been dealt with and I couldn't respond to the message. So, I tried to start a new message stream, but was informed that it was too long after the food was delivered to comment on the delivery! I understand that UEats must get people eating food then complaining to try and get some money back. In this case I sent photos of the food disposed of in the brown delivery bag. We had only eaten a couple of bites, couldn't eat the rest. There are so many other options for food delivery I will never use Uber Eats again.",5,False,xD_charlie,The worst customer service ever!
2021-03-17 14:01:46,,"This used to be my favorite delivery app, now it’s my worst nightmare. On multiple occasions my order has been cancelled for no reason and I still get charged and have to call endlessly to receive a refund because the customer support techs just talk over you and don’t care to actually help. They charge a lot of shady fees, including their new “small order” fee which I find ridiculous not to mention that using promos is incredibly difficult and frustrating. I went to a drive through the other day and was told they had no more food for the night so I went home and ordered Uber. I looked for the same chain because I was craving it but I accidentally clicked on the same one I had drove to and ended up canceling less than 3 minutes after I made the order. While I can understand a cancellation fee I think that charging me for the entire order either way is ridiculous, especially because if they had no food there’s no way that in three minutes they had my food going and no one ever picked up the food or anything. Grub hub is a better option, they are just as if not even quicker, their customer service is good and refunds are almost instant. They also have the same options of restaurants and then some.",5,False,bgfvxzeegtbhnfhyj,Dissatisfied
2019-09-19 07:10:59,"{'id': 4151737, 'body': ""This certainly sounds like a frustrating experience. Let's make sure we follow up with you regarding this issue. Send in a quick note to https://help.uber.com/eaters and we'll connect."", 'modified': '2018-07-09T08:46:05Z'}","Uber eats read through. This review reflects just as badly if not worse on you as it does on the restaurant sultans grill and gingers bar in Nashville Tennessee. I don’t think I have ever left a bad review, if I have maybe once. I usually get the wrong order and almost never a complete order from uber eats. I usually just leave 5 stars anyway. But come on. Please do not offer food if you can’t handle the orders. A waste of my time and money. A risk to my health!! I ordered a gyro wrap that was inedible. Not a pita but an actual wrap grilled tasteless and soggy. My kafta kabob was burnt on the outside and RARE on the inside, not to mention WAY over seasoned. Absolutely inedible and a health hazard. I don’t know how to post pictures but I have them. My salad was basically opaque it was as so old or frozen I’m not sure. THE BLACK OLIVES WERE edible. The rice was edible but awful. Like generic instant artificially flavored over cooked old rice. MY DIET COKE AND FRENCH FRIES WERE THE ONLY OTHER THINGS EDIBLE. Sorry to go on and on. I’m just as annoyed with uber eats. Where is the quality control?? Please Please just don’t offer food if you can’t offer quality, safe food. I rarely even get what I order and then if I do it is garbage. BUT THIS ONE TOOK THE CAKE. PUT ME OVER THE EDGE. AN ACTUAL COMPLETE WASTE OF MY TIME AND MONEY. AND I BELIEVE A HEALTH HAZARD",5,True,Boyajian12345,Simply unacceptable and a health hazard!!!
2019-02-05 16:05:02,"{'id': 7174039, 'body': ""Hi, this certainly sounds frustrating. Let's make sure we follow up with you on this. Please send a quick note to https://help.uber.com/eaters so we can connect."", 'modified': '2019-02-06T06:14:19Z'}","Let me just start with saying Door Dash refunds are instantaneous. Now, I am making a point to leave this review because what happened to me is wrong. So, I ordered food for my wife yesterday and it was delayed four times before we decided to simply cancel the order in its entirety. I was on the phone with customer support to have the order canceled and support told me to stay on the line while they connected with their driver. This was to let them know the order was being canceled, then all the sudden on my app when I was still on the phone with Uber eats support mind you. My order gets completed? So, without the order ever even coming within 20 minute radius even near my wife my card gets charged because the driver was given a heads up by Uber eats to cancel my order i.e. mark it as completed. Not to mention I had to call customer support 3 times so they could understand I wanted a refund to my card and not my Uber eats account. Really, Who wants to spend money on a app that literally doesn’t work for the consumer? Worst experience I have ever had and with no recommence from Uber eats I’m out 23 bucks for 3-5 business days and no credits in my account for all the bull. I should’ve gotten some kind of, “I’m sorry” credits from Uber eats but apparently my past history of ordering from them over $300+ means nothing to them.",4,False,mike1937,Terrible App Complete Garbage
2024-01-21 03:55:10,,"I just order wings from a restaurant and I decided that they were taking too long since we were already 10 minutes into the preparation phase of my order. So I go to cancel it since they aren’t taking care of my order and no driver has picked up my order. So I go to talk to the terrible ai bot and decided to check my options. I say that the restaurant is probably closed and the bot says would I like to cancel for a $20 fee or somewhere around that. So I hit cancel again to check my options and I ask why am I being charged a fee and they follow up with if I would like to cancel my order, not even answering the assigned question they gave me. So I back out of that and I hit cancel order, but every other time I hit cancel order it gave me options and after I hit one of the options it would give me a yes or no confirmation, but this time it just cancels my order and decided to not give me a confirmation. So basically every button I clicked was just taking a chance whether or not a fee was at stake. So I contacted a man that worked there, Paulo, which also seemed bot like and wouldn’t give me genuine answers and repeated himself a bunch. And he said that I couldn’t do anything about it. Something similar happened to epic games where they were sued for accidental purchases, but here it was an accidental cancellation. So Uber maybe compensate me or I might need to get into some legal trouble",2,False,WiggedBear,Poor cancellation process
2024-01-05 03:30:53,,"I live in an apartment complex, so I leave detailed instructions so I can meet the driver. I don’t even expect the driver to deliver to me but I’ve had drivers that have had success coming to my door. I order often not just at my apartment complex but I use to order food for my team at work and have only had TWO of the times that the driver leaves the food at another complex. 

Both times I didn’t message the driver because I was caught up in something and noticed they delivered and when I went outside it wasn’t there so after contacting support they told me they understand how frustrating but they cannot refund. The second time I called the driver and she told me that she was upset about how my complex is designed and had to walk up and down (never called or texted me) until she found my complex. I told her she didn’t deliver it to my door and if she could meet me so I can get the food from her. She was upset and I couldn’t understand fully so I hung up to message customer service and then they gave me the same message of “that’s frustrating, we can’t do anything about it” the first order was only like $25-30 so I let it go but the last order was over $100 incl. tip so I ended up reaching out to my credit card company. When I told customer service they can play back the transcripts to the phone call between the driver and I… they sent the same automated message. 

Deleted the app. My friends told me to use door dash instead.",1,False,milo32021,Worse Automated Customer Service
2022-06-08 19:39:42,,"I’ve tried to use Uber eats for over three hours today to try and send medicine and supplies to someone with Covid with a no contact delivery. After waiting an hour on “order confirmed” it finally informed me the order was canceled with no explanation to why but said to try again. With no other option to send the medicine, I put in another order. This time after about 15 minutes the order had a driver assigned and they arrived at the location to work on the order. After about 20 minutes and the status suddenly switched back to “Order Confirmed”. After waiting 20 minutes I called support and was informed “we can not look into your order for another 20 minutes.” I insisted I’m trying to send someone medicine and insisting if they could look into this issue. I was assured “There was no issue as I would be refunded if there was an issue”. I’m not looking for a refund, I’m trying to send medicine to someone suffering through covid. With the support insisting nothing could be done and they could not contact there driver until 20 minutes had passed I had to wait. After 19 minutes, the order was canceled again with no info. I called back and was told that since the order was canceled there was nothing they could do. But I could certainly try to send the order again. The absolute lack of communication and need to assist someone trying to find medical aid is staggering. I will never trust Uber with my money, time, and safety again.",1,False,michaelm6000,Refused To Deliver Medicine
2019-04-21 08:15:32,"{'id': 8346502, 'body': ""Hi! These fees work together to help cover operational costs and keep couriers on the road so your food can arrive quickly and reliably. However, we're working on simplifying these fare charges. Feedback like this helps us in going a long way and improving your experience with Uber Eats. Questions? Reach out to us via the in-app Help section."", 'modified': '2019-04-24T10:31:10Z'}","I use this app a lot and have always rated it highly on feedback questions. I have also recommended to friends. The customer service I have experienced has been great as of now and has even exceeded my expectations in spite of other customers' bad experiences with it based on other reviews. However, the prices are getting ridiculous and it shows how much they don't care about their customers. If they would be smarter business wise, they wouldn't keep raising the prices unreasonably and customers would order more frequently. We have to pay for taxes, delivery fee, AND the booking fee which is 15% of the customers' total AND the tip. I always leave a tip because I care about the delivery partners getting paid well and getting the credit they deserve especially if they do a great job. I was about to order food today which costs $40 in total and with how much they are charging now it comes up to $60! I don't care what purpose it all has. 20$ on top of the food I'm ordering? That is utter abuse to the people who help your company continue to succeed. You should not treat your customers so poorly and should value them especially since your apps are successful. I will either use Ubereats for emergencies only or will not be using any Uber app again if this does not improve in any way. Ridiculous.",4,False,Moniqelixi,Prices are getting ridiculous!
2022-06-28 16:04:19,,"Due to work circumstances I was at a hotel with no food options nearby. I am in a foreign country, with nothing in walking distance, no money for both food and a taxi. I dont have enough food packed in my lunchbox for the whole trip, so I have no other options but to Uber Eats. I put an order in for the cheapest food I can find (Churches). My card was not accepted. I tried several times before realizing it was my bank putting a fraud alert because they havent changed my status to always traveling. I called and got that sorted. Then tried to add my payment method back. The app not said there was an error multiple times. I reached out to customer support who told me that their policy has a daily verification limit that if reached you cannot add payment methods. My apple pay and Paypal options were not being allowed to connect to the app either… at this point I have been dealing with this for hours, painfully starving, nauseated, and it was about to affect the work trip I was on because I was getting very ill from having no food. The customer service rep proceeded to say sorry but there is nothing they can do. No exceptions. This is a big flaw in Uber Eats policy that they have no way to verify users for instances like this. I deleted the app and will never use it again because even if I am gracious about this one extreme circumstance that they failed me on, I will never forget how they didn’t help me when I needed the help most.",1,False,Irod0429,Worst Customer Experience of My Life
